51304098041,bcf,15,291
51304114791,bca,137,214
51304199130,ggc,194,23
51304224082,dge,242,261
51304228846,gcg,298,281
51304252288,dbf,83,217
51304255212,cfa,166,31
51304263473,ced,231,100
51304287829,eed,246,123
51304308638,afb,12,198
51304322359,dbe,211,141
51304367832,bee,251,68
51304391589,egd,125,141
51304446271,fbd,112,74
51304473997,gae,175,231
51304481537,fbe,128,120
51304518501,fec,99,9
51304555944,eaa,172,329
51304569947,aaf,80,273
51304572906,ffg,241,54
51304621550,cee,181,37
51304630752,fbc,235,259
51304644026,dfa,22,258
51304665685,bbe,43,5
51304675825,fcc,240,20
51304715842,dgf,169,6
51304724669,gdc,28,144
51304728271,bfd,60,144
51304730811,ecg,100,152
51304731075,gcc,27,87
51304849093,ggb,215,61
51304858929,dgg,116,34
51304885720,bgc,67,296
51304889010,ece,214,12
51304940147,egb,63,140
51304940902,ggd,43,11
51304953408,cde,63,233
51304964150,abb,191,252
51304978412,gfa,121,266
51305027460,daf,7,34
51305053706,efe,131,278
51305080663,dgb,244,54
51305088723,egd,257,135
51305095563,dcc,279,213
51305098189,fgf,128,183
51305115207,bgf,196,240
51305126966,fed,84,53
51305143195,ede,88,152
51305144818,bfb,285,194
51305145295,ddb,105,174
51305168728,dgg,14,35
51305187290,fag,120,47
51305223515,aag,74,251
51305232927,ffc,175,299
51305276800,bde,98,240
51305296437,fbb,270,299
51305311070,eeb,178,221
51305315712,bge,128,213
51305342155,fge,18,83
51305348533,gdc,192,151
51305370738,gcd,294,284
51305378930,gdc,230,170
51305393728,eee,244,10
51305408409,ffe,298,293
51305417785,cef,257,73
51305420938,efc,201,212
51305459015,cac,127,294
51305471525,bae,56,78
51305486387,add,279,54
51305488513,caa,125,179
51305506240,acb,39,253
51305517216,cce,67,154
51305574593,deg,127,277
51305577247,def,178,148
51305631143,dec,201,157
51305656554,dee,146,85
51305676743,fcd,130,239
51305711681,dbd,101,26
51305713979,cba,33,139
51305715137,bea,175,176
51305725046,acc,16,225
51305734852,cef,59,81
51305771209,fgc,232,23
51305860005,gga,228,219
51305874353,aac,298,49
51305882426,cbd,120,170
51305884259,aff,119,185
51305887970,eac,212,66
51305893954,dbg,215,185
51305945046,dfa,153,232
51305950441,efd,53,154
51305980828,bbg,48,98
51305987302,cbe,200,299
51306025417,bad,127,244
51306031579,fgg,177,345
51306043567,agf,9,110
51306061692,cgc,262,141
51306082198,eeg,96,193
51306089202,agc,255,269
51306098665,bgc,133,296
51306107662,cfa,54,29
51306120109,cga,16,199
51306185401,cba,111,159
51306201355,fdc,164,247
51306204990,bdg,250,54
51306213528,cgg,77,280
51306228800,cee,242,31
51306252109,dba,176,155
51306256974,dcc,6,195
51306270274,fab,22,162
51306286115,gbd,247,63
51306384831,ddf,97,48
51306385119,ccb,233,169
51306386834,fbb,70,242
51306422490,dcd,158,167
51306448923,aab,116,29
51306450250,gea,91,187
51306451533,gde,187,131
51306472228,gge,163,48
51306472734,bac,185,193
51306482946,ead,76,21
51306483597,cde,203,237
51306488578,fce,292,27
51306507018,cea,229,14
51306512682,gdd,74,165
51306524977,bae,13,64
51306530487,bgf,207,208
51306541961,dcg,276,90
51306549690,cac,21,332
51306567655,cbe,232,269
51306579125,afe,61,265
51306597360,bea,15,156
51306622529,bcg,288,126
51306637274,gda,119,23
51306637387,ecd,270,30
51306637899,aee,47,32
51306645142,eec,94,212
51306656866,bfc,238,150
51306673391,dda,267,172
51306686795,dbc,80,178
51306688096,adf,297,255
51306698787,gag,298,272
51306700990,ccg,164,205
51306704828,egd,183,159
51306707348,ebe,287,185
51306708316,cfe,183,15
51306740768,cfa,257,26
51306767100,egc,43,109
51306777375,fgc,148,25
51306779116,gbf,71,277
51306790203,daa,30,311
51306791136,afc,19,177
51306830385,dcb,222,37
51306857784,caa,118,168
51306862862,ebf,262,119
51306870539,aeg,212,128
51306876321,cda,169,194
51306924595,abf,215,279
51306939850,fcg,80,211
51306955291,dcd,168,161
51306982077,cdf,239,32
51307040965,fec,117,7
51307052920,ceg,209,292
51307067995,fff,174,105
51307075956,eed,133,131
51307081712,dcf,90,60
51307120973,ffd,114,47
51307146696,gbg,261,211
51307146712,abf,32,332
51307151520,dba,102,158
51307171709,cfg,206,62
51307177200,bfb,103,162
51307186361,bda,138,212
51307200167,fge,93,79
51307229519,egb,201,124
51307269344,dgd,114,104
51307286800,ddc,141,77
51307297615,ggg,57,37
51307305176,bbd,173,88
51307310707,gcc,52,97
51307316380,dfb,11,24
51307320309,cdg,25,259
51307330207,agf,60,97
51307349904,dde,119,30
51307351889,fcd,70,248
51307361523,aff,29,190
51307361672,gfb,152,10
51307371121,deb,103,190
51307373160,fab,288,142
51307374326,cge,82,60
51307378430,aac,261,58
51307382287,eff,241,90
51307390092,deb,159,155
51307412630,fcb,220,51
51307424702,fbb,141,261
51307445544,cbb,275,110
51307451845,gaa,7,241
51307453516,aed,246,144
51307471641,aeb,287,5
51307480663,fdd,30,259
51307481537,dfe,266,102
51307482528,dbf,110,221
51307498222,cab,177,166
51307519237,eac,229,70
51307541826,bcd,65,168
51307548486,fdd,97,284
51307558022,bcc,201,58
51307570632,efd,41,161
51307603938,eae,7,134
51307615721,bbg,58,113
51307622578,gfg,202,248
51307668400,gcb,149,30
51307694165,gfd,221,57
51307723352,gbd,44,54
51307723575,aef,203,299
51307731963,cad,245,81
51307756695,gaf,209,168
51307778581,dea,47,197
51307786362,abd,255,98
51307787439,bdc,206,271
51307788499,bdc,146,246
51307788716,afa,164,103
51307796368,ega,282,180
51307813324,ddd,238,146
51307836352,ace,133,285
51307837876,dee,12,73
51307840627,ead,167,18
51307858962,agb,245,141
51307863033,gbe,130,144
51307863317,abe,138,272
51307867981,ecc,234,167
51307873748,cde,244,241
51307881309,ebb,140,255
51307893720,fee,262,38
51307930090,gdb,28,143
51307933521,dbc,288,178
51307947999,aaa,99,159
51307980656,cca,32,77
51307982390,dae,25,270
51307983078,bcf,172,314
51307984625,faf,238,291
51307985627,dbf,187,262
51307990587,cff,293,93
51307994663,gcf,73,161
51307996934,bcb,151,193
51308015528,aaf,213,237
51308024610,bgb,175,31
51308026044,dce,151,40
51308045883,gfc,56,207
51308064845,fbe,114,98
51308077679,gba,67,208
51308083480,daf,134,29
51308085230,fcc,62,18
51308097446,cfa,282,24
51308101604,ceb,276,185
51308134835,afa,123,87
51308156794,edg,58,94
51308158349,cbf,33,17
51308164099,bec,252,183
51308188967,daf,70,24
51308202302,fgb,255,148
51308207597,cfb,261,24
51308211301,edb,246,163
51308249353,gfg,228,262
51308255624,gfc,284,200
51308283416,fae,14,54
51308290585,abc,47,209
51308311208,gdb,117,131
51308326797,abc,15,181
51308338726,bca,260,171
51308354994,geg,255,102
51308364379,dfg,76,137
51308382878,baf,59,195
51308396076,ada,190,52
51308401429,edc,40,91
51308406211,ebf,88,130
51308408863,gfe,77,9
51308416648,efe,131,330
51308436352,gdg,69,128
51308437701,dga,79,287
51308439311,bdb,75,28
51308454713,aba,23,28
51308470032,aba,218,26
51308484412,aag,107,253
51308490128,fde,224,234
51308522119,bee,290,63
51308566272,ebc,247,226
51308577622,acc,226,249
51308614151,bgg,252,170
51308633842,gec,28,224
51308643329,gbg,25,232
51308649457,aae,118,23
51308657433,bfa,22,50
51308666871,fbc,148,207
51308672821,cbc,220,133
51308688050,gcd,27,278
51308699010,eac,239,58
51308704981,fdg,110,116
51308725871,fee,183,43
51308729037,fgd,44,290
51308739449,ddc,190,72
51308745803,gee,222,215
51308745885,egf,109,154
51308759666,ebg,261,99
51308770037,ffe,197,290
51308771674,gac,120,61
51308772831,ecg,56,155
51308784982,gbf,91,277
51308791608,ecd,74,34
51308811774,gef,128,229
51308814939,dad,233,296
51308827564,ebc,219,196
51308829214,fag,134,52
51308840345,ffg,94,62
51308842294,cfc,264,255
51308882410,bfe,88,189
51308891252,abc,58,213
51308899650,fcc,3,15
51308956301,aaa,107,151
51308981485,gab,41,78
51308983495,cfa,170,19
51308986261,cag,48,58
51308991253,fef,239,222
51308994938,ced,69,80
51309005600,ggf,205,158
51309015360,baf,25,230
51309039279,acd,109,226
51309040379,age,220,251
51309062608,cad,232,85
51309074467,dag,14,132
51309091453,dgc,199,28
51309100570,gbf,76,252
51309113893,gdd,17,193
51309126955,egd,212,147
51309142184,ggf,116,148
51309160965,bdf,173,57
51309167229,bbg,69,113
51309185498,agg,257,104
51309193534,ccf,58,6
51309199182,eaf,269,70
51309211396,feg,215,149
51309219520,bda,123,195
51309234057,bbc,73,9
51309265095,bef,167,286
51309267775,acg,137,228
51309267923,aaa,134,158
51309270020,beb,51,106
51309273398,dgc,298,25
51309276691,bgc,189,248
51309284969,ecb,203,164
51309302230,eef,37,94
51309306992,afg,108,277
51309316823,adc,294,230
51309325513,fac,187,80
51309342590,aca,122,98
51309359749,bga,36,254
51309363541,eda,106,82
51309364428,fad,29,135
51309381881,gfe,12,9
51309385238,gbc,220,63
51309386698,feb,95,240
51309389758,cgd,233,134
51309396861,dca,135,21
51309417344,fgb,125,171
51309423456,ecf,134,102
51309424776,efb,287,132
51309426363,ded,86,101
51309432133,dcb,212,31
51309447804,dfe,213,83
51309452932,gdf,276,181
51309454415,cec,15,55
51309457022,bff,235,162
51309462869,efa,222,193
51309465188,bab,66,82
51309531323,caf,166,215
51309543476,eca,85,28
51309562260,fec,27,6
51309587076,fcf,160,33
51309590697,baa,235,13
51309593521,bbf,60,252
51309610025,bgd,172,89
51309610303,aga,223,55
51309613767,fdf,246,156
51309614516,afa,283,82
51309634343,aea,180,92
51309672040,cda,47,188
51309681548,fda,35,259
51309683578,aee,166,33
51309690425,aee,187,37
51309703928,cgb,199,14
51309706759,cff,137,86
51309712266,adb,192,33
51309718907,eae,187,132
51309729977,cae,93,279
51309748966,bbe,49,5
51309756351,fbf,14,130
51309764304,dgc,208,22
51309767567,bbb,37,68
51309776837,dfd,50,259
51309783124,bcc,215,55
51309811678,agf,236,106
51309814837,afd,70,203
51309824327,geg,184,100
51309837821,cgf,6,13
51309839216,ade,143,282
51309868618,ffa,279,246
51309871401,dfg,55,147
51309900411,eea,184,217
51309914300,egg,13,187
51309922433,fcc,261,14
51309934382,cbg,3,283
51309941805,dac,280,224
51309951457,ged,228,91
51309956490,bfg,99,268
51309956663,bdd,225,188
51309956874,edf,260,160
51309990427,agd,15,78
51309991762,ace,261,333
51309993064,aec,223,142
51310004585,gec,109,208
51310005928,agf,9,94
51310033494,ffe,124,313
51310043262,fgg,79,289
51310068330,eab,169,123
51310091630,dff,157,245
51310096829,gce,129,262
51310099827,cge,177,49
51310104763,eba,246,73
51310105034,ede,75,162
51310108157,ddg,281,58
51310111716,cgd,265,150
51310112837,gce,251,272
51310145963,bcb,44,160
51310166115,egc,182,107
51310172851,afc,169,184
51310196032,ffa,123,258
51310196733,cdc,243,300
51310212887,fge,4,91
51310220503,beg,1,195
51310233245,dcf,217,56
51310233686,fee,51,44
51310241321,ecf,121,85
51310244341,dgd,178,122
51310254964,bcf,244,320
51310259581,fae,183,55
51310282307,ceb,260,170
51310286017,fda,15,269
51310288211,fff,162,89
51310311204,ggb,148,50
51310313058,eag,111,58
51310315408,cab,219,154
51310333008,adc,119,243
51310389431,dgc,231,22
51310397382,cdd,186,94
51310426390,bba,252,12
51310449087,ccd,278,289
51310496876,dde,14,27
51310510366,ege,62,12
51310524822,egc,52,86
51310549823,adg,159,200
51310551335,bac,89,227
51310566275,dfc,217,29
51310581151,fac,272,81
51310619539,eeb,52,249
51310620553,fdb,150,101
51310662389,abf,80,385
51310699779,ced,79,89
51310717294,gff,21,198
51310722308,ccc,28,152
51310746976,eea,21,212
51310802916,dec,107,147
51310828389,bff,62,144
51310866240,gdf,35,155
51310877861,dgf,167,6
51310898477,bee,191,51
51310919994,fga,39,79
51310925360,egd,213,117
51310959386,edd,241,99
51310996080,gad,66,173
51311027480,agf,153,110
51311035843,afe,152,217
51311075844,ace,243,299
51311080183,fbd,251,64
51311119576,def,275,174
51311128869,bbg,69,93
51311137656,bcf,255,332
51311163810,afd,128,188
51311187672,abc,25,204
51311223288,dcc,86,161
51311245061,cgg,173,291
51311253876,bgg,42,164
51311281576,gbb,131,6
51311289459,dab,228,233
51311299410,bfb,168,168
51311344272,ebd,15,175
51311357092,ffb,232,126
51311395208,acb,208,220
51311404813,faa,248,56
51311443263,ebb,140,232
51311471043,bad,134,248
51311472729,gea,101,172
51311474905,geb,41,218
51311487792,fgg,263,257
51311493778,ebe,37,149
51311497469,aaa,8,148
51311523370,dgf,225,5
51311534245,dca,110,17
51311535295,ddc,85,78
51311586313,gef,258,206
51311609334,fdf,262,163
51311609915,ged,41,86
51311634471,bge,125,242
51311636717,gge,210,48
51311664768,cdf,259,25
51311679250,dbe,97,153
51311683141,bed,131,183
51311690500,abb,87,274
51311695703,geg,194,89
51311702167,egg,190,207
51311716468,bag,26,22
51311721732,gbb,273,5
51311758898,dgb,104,61
51311789426,fdd,2,323
51311797940,daf,258,24
51311834952,egc,136,79
51311841264,dca,280,16
51311845756,efb,153,149
51311846706,bde,79,244
51311894646,bda,154,218
51311909462,cfd,297,171
51311922762,gbe,55,132
51311939127,acf,198,308
51311948197,fge,174,107
51311993030,ccc,65,141
51312030677,dce,20,46
51312033212,bgf,113,168
51312039275,agd,249,62
51312040575,fbg,180,29
51312046985,ebc,9,229
51312047619,adg,123,214
51312057717,bce,221,258
51312067959,ggd,91,11
51312077250,aed,234,115
51312079092,ccb,223,167
51312106648,bgd,277,89
51312146304,egc,167,75
51312162596,ffc,234,304
51312175370,ccg,231,194
51312217639,ggg,48,38
51312249570,fea,225,278
51312264784,cbf,200,17
51312279444,gdc,82,158
51312284051,ddf,87,52
51312323911,ggc,161,24
51312343779,efg,93,263
51312348711,cfb,241,21
51312353066,dee,56,70
51312365206,aee,293,42
51312369310,fae,99,52
51312371014,gca,73,278
51312399334,bac,88,263
51312405345,afb,113,229
51312416189,dgc,8,18
51312424387,dbb,176,110
51312436029,cbe,61,239
51312449819,cce,29,141
51312449961,fec,35,6
51312450152,abg,262,317
51312457386,gcb,246,30
51312463906,aaf,232,260
51312482770,eec,258,222
51312489126,fgc,101,20
51312500349,eag,92,55
51312509215,aab,220,31
51312540270,gfd,23,59
51312547370,gcg,30,323
51312552033,cgc,102,142
51312593559,dab,202,195
51312622766,efg,243,286
51312657664,ceg,122,271
51312690308,bdb,245,26
51312692129,bdg,10,56
51312696352,cfg,245,58
51312698495,abd,86,108
51312702275,bac,156,249
51312702958,dbd,1,22
51312735707,adc,254,279
51312737330,cbd,216,173
51312755667,eee,204,8
51312765813,eac,100,48
51312772575,dfd,184,256
51312774270,dbc,163,206
51312776979,dcg,271,103
51312787798,dgf,272,5
51312815162,ccb,194,193
51312821457,eab,78,104
51312827116,bdc,242,277
51312830476,fef,239,257
51312833694,dbg,294,218
51312839070,gag,295,233
51312846126,gbb,235,5
51312850579,cdb,186,248
51312865140,deb,116,156
51312872512,bdc,101,296
51312878494,cff,126,86
51312882637,gbf,202,246
51312939674,adb,278,26
51312942519,ccd,168,329
51312952615,gae,184,224
51312960364,agf,294,99
51312977484,dgf,276,5
51312998459,egc,266,81
51313000455,cba,29,174
51313007800,fca,229,204
51313019401,baf,75,220
51313037108,fag,230,46
51313038506,gdc,183,176
51313059224,fcc,164,15
51313068264,cga,208,187
51313108715,ebd,190,162
51313114354,eff,1,85
51313142809,acf,11,304
51313166059,caf,125,232
51313185813,fcf,277,28
51313186595,faa,25,53
51313196418,abe,227,266
51313205833,cbc,267,118
51313206451,dfa,129,266
51313208175,dda,92,196
51313237780,fba,137,61
51313287607,fff,240,96
51313300741,cfe,9,16
51313311610,acg,47,221
51313323741,fbb,33,211
51313358049,egb,91,111
51313361924,ddb,84,198
51313365764,aad,231,330
51313367816,ebe,232,132
51313412362,gfd,130,66
51313413349,ffd,198,40
51313445772,dcd,46,149
51313449170,bdb,50,29
51313455114,cba,176,189
51313502775,fgf,55,181
51313503747,bec,212,188
51313514309,bac,244,283
51313515880,fgc,186,18
51313539167,adf,168,239
51313586712,bca,162,152
51313591506,abb,66,238
51313601954,dcc,261,154
51313601956,ece,240,11
51313606991,abe,295,231
51313619855,acc,200,216
51313640445,gfe,239,10
51313648901,ggd,190,10
51313649445,aae,134,22
51313689435,eaa,275,335
51313709901,eed,242,124
51313722455,dce,154,38
51313745398,ecc,94,198
51313766384,aag,175,270
51313781063,ebe,14,118
51313783649,ace,258,248
51313801379,bfa,254,51
51313837236,cae,140,318
51313843777,dea,107,195
51313846115,fcd,85,208
51313849996,fda,54,228
51313871501,fea,265,278
51313881792,ebc,262,238
51313886243,fbc,181,227
51313922959,fce,266,30
51313943365,fab,224,143
51313950147,bag,259,18
51313965643,fed,244,58
51313986388,bdf,6,46
51314010245,ceg,55,219
51314014955,ffg,253,65
51314021156,ded,17,102
51314025663,cee,219,34
51314044226,bbg,89,88
51314061022,gfb,289,10
51314068357,dba,190,181
51314069321,egb,149,105
51314079870,eeb,191,293
51314085993,geb,274,259
51314091189,cbg,101,226
51314113309,bcg,262,148
51314161681,dge,218,232
51314164877,fdg,297,124
51314214914,cba,173,170
51314259326,cbd,104,160
51314307511,gfe,268,9
51314310634,dac,186,185
51314317441,bae,36,68
51314341140,gcg,268,355
51314343995,fbb,28,217
51314348939,bdf,180,37
51314363859,ded,172,91
51314374721,aca,136,107
51314398516,fdd,54,284
51314399462,feg,37,123
51314416406,cac,206,345
51314418449,acd,35,194
51314418599,bgb,121,35
51314425889,abe,218,203
51314482925,efg,87,311
51314568065,cdg,226,295
51314571688,dga,83,246
51314576564,dfg,34,142
51314588900,dbb,243,119
51314594876,cca,88,62
51314600200,bfd,244,167
51314604402,fgd,288,336
51314621801,edd,39,88
51314624995,add,56,49
51314625636,gba,217,224
51314649917,aba,193,27
51314659456,caa,83,174
51314667571,aga,195,45
51314672049,eea,165,201
51314683010,bfe,292,196
51314687249,egg,188,244
51314694321,acd,1,225
51314711426,edf,274,153
51314714258,bgf,124,178
51314779273,ebc,253,249
51314794986,cde,210,238
51314828228,dfd,127,296
51314828468,eab,272,110
51314858753,cea,37,11
51314874428,faa,43,62
51314902081,dag,83,146
51314917564,gfa,67,250
51314942728,bge,133,205
51315004420,bbf,193,287
51315013663,aeg,212,119
51315019995,dfb,132,27
51315090745,aba,8,26
51315091006,afa,166,95
51315106996,gda,269,26
51315118475,cgc,192,147
51315136802,dfe,104,71
51315137950,dgg,99,28
51315138757,efa,288,175
51315145971,bbd,86,70
51315150181,aff,151,176
51315152518,gga,249,203
51315176580,gcf,42,161
51315200795,afg,282,227
51315255586,bec,119,184
51315281513,gaa,207,272
51315295761,efc,42,184
51315296539,bcd,194,149
51315314343,fgg,28,262
51315342322,dca,286,14
51315346844,cef,90,83
51315349547,dfc,123,26
51315356520,ede,227,136
51315374118,bbe,177,5
51315409452,gef,207,173
51315417186,fac,149,68
51315438583,gde,108,129
51315456341,ccd,280,286
51315461818,bed,24,162
51315470105,deg,64,260
51315472454,deg,72,231
51315476884,ccf,230,5
51315484892,fcb,57,58
51315539338,gcc,128,89
51315541865,agg,23,109
51315546662,fad,26,129
51315585145,bae,65,60
51315612183,eeg,191,181
51315615141,ece,244,12
51315634775,dgd,148,130
51315642265,bcf,258,381
51315644261,gag,107,270
51315646565,baf,268,193
51315658594,ade,229,332
51315665614,gbd,150,54
51315679111,fdc,86,293
51315680760,abb,181,211
51315696706,dfa,40,247
51315702424,gbb,71,5
51315712366,fgb,209,191
51315714590,gae,190,206
51315725525,bea,152,134
51315744475,acb,91,180
51315746267,bbb,72,78
51315753903,dbc,246,222
51315774987,baa,106,12
51315791010,dcg,102,95
51315796138,fde,114,198
51315832643,gdf,282,167
51315872074,bfc,281,163
51315891620,gfg,185,230
51315895758,cgd,137,148
51315897889,afc,261,171
51315912797,dca,202,14
51315917839,daa,137,279
51315927498,cbe,174,210
51315950546,ace,193,292
51315975741,bdf,292,34
51315982146,agc,25,314
51316051106,afb,292,215
51316053315,eac,177,49
51316064643,fff,210,91
51316080473,ega,207,147
51316084782,edc,73,80
51316099580,dff,4,279
51316099925,cga,244,173
51316108185,gda,295,29
51316166131,eec,123,230
51316174478,gaf,87,179
51316195722,bcb,224,176
51316207798,dfb,37,31
51316208320,cbb,158,124
51316213147,aaf,238,306
51316214620,agf,154,96
51316290057,bgb,41,38
51316300621,dag,199,156
51316331380,ead,247,14
51316339721,fbd,173,69
51316339957,eca,85,23
51316347325,def,217,139
51316364223,bbc,267,7
51316364787,ege,74,14
51316374077,cgf,12,12
51316385058,bcd,160,151
51316431262,afg,292,192
51316465864,fcg,261,251
51316477041,bag,267,14
51316500261,bcc,66,48
51316532479,gbd,18,54
51316535227,daa,164,228
51316541925,gac,281,61
51316543235,aeb,254,5
51316544426,efe,106,306
51316557508,cfe,20,14
51316558732,aab,139,32
51316565345,efd,66,178
51316595039,cga,136,159
51316605157,gfc,240,188
51316643712,gee,141,212
51316667491,fab,232,154
51316671374,ebg,142,88
51316671463,aef,230,307
51316681613,gbg,238,204
51316683853,cad,292,68
51316686877,dce,191,35
51316697673,eee,255,6
51316710555,bdg,39,55
51316710806,baf,292,191
51316733929,cgg,258,261
51316747978,gdc,79,160
51316798378,ecd,154,37
51316803719,eda,19,72
51316835383,age,251,220
51316906580,aga,17,46
51316913279,gba,149,266
51316942402,dea,194,191
51316944043,dbe,248,148
51316982929,fae,71,41
51316985295,dec,110,123
51316991295,gbe,267,106
51317022576,cda,87,195
51317068649,acc,170,222
51317073402,ffe,139,356
51317080684,ddb,276,223
51317082386,ebf,50,114
51317094117,eef,196,102
51317121727,ddc,54,74
51317122922,ddd,76,132
51317168991,daf,16,25
51317195174,aaf,194,250
51317202903,cfa,140,22
51317222837,aac,297,60
51317230189,ccg,153,211
51317232007,agb,250,117
51317249585,bdd,21,195
51317254092,eba,211,78
51317284772,aed,274,93
51317289314,dcf,229,53
51317301757,ede,196,133
51317302689,edc,284,92
51317303762,ggc,187,19
51317322214,cge,115,46
51317326496,faf,180,305
51317340960,edb,289,133
51317354585,ggf,184,128
51317354692,cea,36,10
51317366624,eae,191,135
51317372259,dbf,93,238
51317386309,eba,171,77
51317391594,cag,264,61
51317397195,fcg,280,296
51317399406,agc,85,364
51317400580,aag,103,307
51317433280,cfc,255,206
51317462848,cdg,213,351
51317462981,ebf,6,133
51317468859,fbe,100,114
51317494679,gda,210,28
51317588032,cbg,63,259
51317608246,gdc,290,158
51317613402,cdb,99,260
51317671334,abe,83,221
51317676572,dad,189,275
51317678390,abc,228,183
51317692823,gcb,251,26
51317704754,cff,64,89
51317712610,dae,228,232
51317712828,aea,35,97
51317749106,gbb,39,5
51317763062,ccf,146,5
51317776829,gdf,265,151
51317794269,gdb,144,149
51317802437,ace,220,324
51317807338,gdg,14,120
51317811154,bab,74,79
51317843703,bba,271,10
51317846156,fbf,153,141
51317849409,feb,231,223
51317872800,gca,91,275
51317885731,ggc,61,22
51317907648,bef,217,300
51317910693,gec,167,243
51317921245,gbc,124,61
51317928657,fgf,25,204
51317970203,efb,260,120
51317998854,gdc,269,145
51318022653,agf,156,89
51318022805,edg,116,91
51318067307,egf,205,166
51318070188,edf,186,151
51318099787,edf,256,169
51318155379,ecg,257,127
51318171260,egg,266,241
